"kato"	"ab"	"cd"	"ef"	"hij"	"k"	"name__kk"	"name__ru"	"nn"
"354855203"	"35"	"48"	"55"	"203"	"2"	"Ақкезең қыстауы"	"зимовка Аккезен"	""
"354855204"	"35"	"48"	"55"	"204"	"2"	"Байдалы қыстауы"	"зимовка Байдалы"	""
"354855206"	"35"	"48"	"55"	"206"	"2"	"Жылысай қыстауы"	"зимовка Жылысай"	""
"354855207"	"35"	"48"	"55"	"207"	"2"	"Кеңестас қыстауы"	"зимовка Кенестас"	""
"354855209"	"35"	"48"	"55"	"209"	"2"	"Қаратұмсық қыстауы"	"зимовка Каратумсык"	""
"354855212"	"35"	"48"	"55"	"212"	"2"	"Елтолған қыстауы"	"зимовка Елтолган"	""
"354855214"	"35"	"48"	"55"	"214"	"2"	"Бұқаш қыстауы"	"зимовка Букаш"	""
"354861000"	"35"	"48"	"61"	"000"	"2"	"Қайнарбұлақ а.о."	"Кайнарбулакский с.о."	""
"354861100"	"35"	"48"	"61"	"100"	"2"	"Аппаз а."	"с.Аппаз"	""
"354861102"	"35"	"48"	"61"	"102"	"2"	"Иза қыстауы"	"зимовка Иза"	""
"354861103"	"35"	"48"	"61"	"103"	"2"	"Айыртас қыстауы"	"зимовка Айыртас"	""
"354861104"	"35"	"48"	"61"	"104"	"2"	"Ақшолақ қыстауы"	"зимовка Акшолак"	""
"354861105"	"35"	"48"	"61"	"105"	"2"	"Байбосын қыстауы"	"зимовка Байбосын"	""
"354861106"	"35"	"48"	"61"	"106"	"2"	"Бекіш қыстауы"	"зимовка Бекиш"	""
"354861107"	"35"	"48"	"61"	"107"	"2"	"Кұлатай қыстауы"	"зимовка Кулатай"	""
"354861108"	"35"	"48"	"61"	"108"	"2"	"Қарабұлақ қыстауы"	"зимовка Карабулак"	""
"354861109"	"35"	"48"	"61"	"109"	"2"	"Қарашоқы қыстауы"	"зимовка Карашокы"	""
"354861111"	"35"	"48"	"61"	"111"	"2"	"Өтеу қыстауы"	"зимовка Отеу"	""
"354861112"	"35"	"48"	"61"	"112"	"2"	"Станса 1 қыстауы"	"зимовка Станса 1"	""
"354861113"	"35"	"48"	"61"	"113"	"2"	"Станса 2 қыстауы"	"зимовка Станса 2"	""
"354861115"	"35"	"48"	"61"	"115"	"2"	"Тоқберген 1 қыстауы"	"зимовка Токберген 1"	""
"354861116"	"35"	"48"	"61"	"116"	"2"	"Тоқберген 2 қыстауы"	"зимовка Токберген 2"	""
"354861117"	"35"	"48"	"61"	"117"	"2"	"Ази қыстауы"	"зимовка Ази"	""
"354861200"	"35"	"48"	"61"	"200"	"2"	"Жалпақшілік а."	"с.Жалпакшилик"	""
"354861202"	"35"	"48"	"61"	"202"	"2"	"Ақдоңғал қыстауы"	"зимовка Акдонгал"	""
"354861203"	"35"	"48"	"61"	"203"	"2"	"Ақтай қыстауы"	"зимовка Актай"	""
"354861204"	"35"	"48"	"61"	"204"	"2"	"Бауыр қыстауы"	"зимовка Бауыр"	""
"354861205"	"35"	"48"	"61"	"205"	"2"	"Көз қыстауы"	"зимовка Коз"	""
"354861206"	"35"	"48"	"61"	"206"	"2"	"Қойтас қыстауы"	"зимовка Койтас"	""
"354861207"	"35"	"48"	"61"	"207"	"2"	"Тұрманбет қыстауы"	"зимовка Турманбет"	""
"354861209"	"35"	"48"	"61"	"209"	"2"	"Кәрсенбай қыстауы"	"зимовка Карсенбай"	""
"354861211"	"35"	"48"	"61"	"211"	"2"	"Егіз Бұлақ қыстауы"	"зимовка Егиз-Булак"	""
"354861213"	"35"	"48"	"61"	"213"	"2"	"Сарыадыр қыстауы"	"зимовка Сарыадыр"	""
"354861215"	"35"	"48"	"61"	"215"	"2"	"Шанты қыстауы"	"зимовка Шанты"	""
"354861300"	"35"	"48"	"61"	"300"	"2"	"Милыбұлақ а."	"с.Милыбулак"	""
"354861302"	"35"	"48"	"61"	"302"	"2"	"Айнабұлақ қыстауы"	"зимовка Айнабулак"	""
"354861303"	"35"	"48"	"61"	"303"	"2"	"Аттама қыстауы"	"зимовка Аттама"	""
"354861304"	"35"	"48"	"61"	"304"	"2"	"Байгөншек қыстауы"	"зимовка Байгоншек"	""
"354861305"	"35"	"48"	"61"	"305"	"2"	"Байке қыстауы"	"зимовка Байке"	""
"354861306"	"35"	"48"	"61"	"306"	"2"	"Боқан қыстауы"	"зимовка Бокан"	""
"354861307"	"35"	"48"	"61"	"307"	"2"	"Бүркітші қыстауы"	"зимовка Буркитши"	""
"354861308"	"35"	"48"	"61"	"308"	"2"	"Қанқай қыстауы"	"зимовка Канкай"	""
"354861309"	"35"	"48"	"61"	"309"	"2"	"Қараөлке қыстауы"	"зимовка Караолке"	""
"354861311"	"35"	"48"	"61"	"311"	"2"	"Мұсабай қыстауы"	"зимовка Мусабай"	""
"354861312"	"35"	"48"	"61"	"312"	"2"	"Сарышоқы қыстауы"	"зимовка Сарышокы"	""
"354861313"	"35"	"48"	"61"	"313"	"2"	"Тай қыстауы"	"зимовка Тай"	""
"354861315"	"35"	"48"	"61"	"315"	"2"	"Шәйнекбай қыстауы"	"зимовка Шайнекбай"	""
"354861317"	"35"	"48"	"61"	"317"	"2"	"Бижан қыстауы"	"зимовка Бижан"	""
"354861319"	"35"	"48"	"61"	"319"	"2"	"Волжанка қыстауы"	"зимовка Волжанка"	""
"354861400"	"35"	"48"	"61"	"400"	"2"	"Саз а."	"с.Саз"	""
"354861402"	"35"	"48"	"61"	"402"	"2"	"Бекжан қыстауы"	"зимовка Бекжан"	""
"354861403"	"35"	"48"	"61"	"403"	"2"	"Бестамақ қыстауы"	"зимовка Бестамак"	""
"354861405"	"35"	"48"	"61"	"405"	"2"	"Елші 1 қыстауы"	"зимовка Елшi 1"	""
"354861406"	"35"	"48"	"61"	"406"	"2"	"Елші 2 қыстауы"	"зимовка Елшi 2"	""
"354861407"	"35"	"48"	"61"	"407"	"2"	"Жаңаауыл 1 қыстауы"	"зимовка Жанаауыл 1"	""
"354861408"	"35"	"48"	"61"	"408"	"2"	"Жаңаауыл 2 қыстауы"	"зимовка Жанаауыл 2"	""
"354861411"	"35"	"48"	"61"	"411"	"2"	"Қалибек қыстауы"	"зимовка Калибек"	""
"354861412"	"35"	"48"	"61"	"412"	"2"	"Қаражал қыстауы"	"зимовка Каражал"	""
"354861413"	"35"	"48"	"61"	"413"	"2"	"Қилыбай қыстауы"	"зимовка Килыбай"	""
"354861414"	"35"	"48"	"61"	"414"	"2"	"Қойта қыстауы"	"зимовка Койта"	""
"354861415"	"35"	"48"	"61"	"415"	"2"	"Мұқалы қыстауы"	"зимовка Мукалы"	""
"354861416"	"35"	"48"	"61"	"416"	"2"	"Сәдуакас қыстауы"	"зимовка Садуакас"	""
"354861417"	"35"	"48"	"61"	"417"	"2"	"Шаматай қыстауы"	"зимовка Шаматай"	""
"354863000"	"35"	"48"	"63"	"000"	"2"	"Қарағайлы к.ә."	"Карагайлинская п.а."	""
"354863100"	"35"	"48"	"63"	"100"	"2"	"Қарағайлы к."	"п.Карагайлы"	""
"354863300"	"35"	"48"	"63"	"300"	"2"	"Ақтерек а."	"с.Актерек"	""
"354865000"	"35"	"48"	"65"	"000"	"2"	"Қаракөл а.о."	"Каракольский с.о."	""
"354865100"	"35"	"48"	"65"	"100"	"2"	"Қаракөл а."	"с.Караколь"	""
"354865103"	"35"	"48"	"65"	"103"	"2"	"Борлыбұлақ қыстауы"	"зимовка Борлыбулак"	""
"354865105"	"35"	"48"	"65"	"105"	"2"	"Рахымбай 1 қыстауы"	"зимовка Рахимбай 1"	""
"354867000"	"35"	"48"	"67"	"000"	"2"	"Қаршығалы а.о."	"Каршигалинский с.о."	""
"354867100"	"35"	"48"	"67"	"100"	"2"	"Көктас а."	"с.Коктас"	""
"354867103"	"35"	"48"	"67"	"103"	"2"	"Родилка қыстауы"	"зимовка Родилка"	""
"354867104"	"35"	"48"	"67"	"104"	"2"	"Сүтфермасы"	"Молочная ферма"	""
"354867105"	"35"	"48"	"67"	"105"	"2"	"Ферма 3"	"Ферма 3"	""
"354867106"	"35"	"48"	"67"	"106"	"2"	"Керегетас қыстауы"	"зимовка Керегетас"	""
"354867200"	"35"	"48"	"67"	"200"	"2"	"Новый Путь а."	"с.Hовый Путь"	""
"354867300"	"35"	"48"	"67"	"300"	"2"	"Саумалкөл ст."	"ст.Саумалколь"	""
"354869000"	"35"	"48"	"69"	"000"	"2"	"Қырғыз а.о."	"Киргизский с.о."	""
"354869100"	"35"	"48"	"69"	"100"	"2"	"Бүркітті а."	"с.Буркутты"	""
"354869102"	"35"	"48"	"69"	"102"	"2"	"Айтбай шекарасы"	"Кордон Айтбай"	""
"354869103"	"35"	"48"	"69"	"103"	"2"	"Ақбалаган 1 қыстауы"	"зимовка Акбалаган 1"	""
"354869105"	"35"	"48"	"69"	"105"	"2"	"Әукей қыстауы"	"зимовка Аукей"	""
"354869108"	"35"	"48"	"69"	"108"	"2"	"Комиссаровка шекарасы"	"Кордон Комиссаровка"	""
"354869109"	"35"	"48"	"69"	"109"	"2"	"Қарашоқы қыстауы"	"зимовка Карашокы"	""
"354869111"	"35"	"48"	"69"	"111"	"2"	"Қосбұлақ қыстауы"	"зимовка Косбулак"	""
"354869112"	"35"	"48"	"69"	"112"	"2"	"Қызылкенші шекарасы"	"Кордон Кызылкенши"	""
"354869114"	"35"	"48"	"69"	"114"	"2"	"Сарыбұлақ қыстауы"	"зимовка Сарыбулак"	""
"354869115"	"35"	"48"	"69"	"115"	"2"	"Сарытау қыстауы"	"зимовка Сарытау"	""
"354869116"	"35"	"48"	"69"	"116"	"2"	"Үшбұлақ қыстауы"	"зимовка Ушбулак"	""
"354869117"	"35"	"48"	"69"	"117"	"2"	"Інкәрбай қыстауы"	"зимовка Инкарбай"	""
"354869121"	"35"	"48"	"69"	"121"	"2"	"Кешубай қыстауы"	"зимовка Кешубай"	""
"354869122"	"35"	"48"	"69"	"122"	"2"	"Ақбалаган 2 қыстауы"	"зимовка Акбалаган 2"	""
"354869200"	"35"	"48"	"69"	"200"	"2"	"Борлыбұлақ а."	"с.Борлыбулак"	""
"354869300"	"35"	"48"	"69"	"300"	"2"	"Жәнібек а."	"с.Жанибек"	""
"354869400"	"35"	"48"	"69"	"400"	"2"	"Кент а."	"с.Кент"	""
"354869600"	"35"	"48"	"69"	"600"	"2"	"Бүркітті ст."	"ст.Буркитты"	""
"354871000"	"35"	"48"	"71"	"000"	"2"	"Қоянды а.о."	"с.о. Коянды"	""
"354871100"	"35"	"48"	"71"	"100"	"2"	"Қоянды а."	"с.Коянды"	""
"354871105"	"35"	"48"	"71"	"105"	"2"	"Ақтүбек 3 қыстауы"	"зимовка Актубек 3"	""
"354871116"	"35"	"48"	"71"	"116"	"2"	"Тоқпан қыстауы"	"зимовка Токпан"	""
"354871119"	"35"	"48"	"71"	"119"	"2"	"Қорық қыстауы"	"зимовка Корык"	""
"354871200"	"35"	"48"	"71"	"200"	"2"	"Атантай а."	"с.Атантай"	""
"354873000"	"35"	"48"	"73"	"000"	"2"	"Мартбек Мамыраев а.о."	"с.о. Мартбек Мамыраев"	""
"354873100"	"35"	"48"	"73"	"100"	"2"	"Ақжол а."	"с.Акжол"	""
"354873102"	"35"	"48"	"73"	"102"	"2"	"Айтыш қыстауы"	"зимовка Айтыш"	""
"354873103"	"35"	"48"	"73"	"103"	"2"	"Ақбайпақ қыстауы"	"зимовка Акбайпак"	""
"354873104"	"35"	"48"	"73"	"104"	"2"	"Батпақбай қыстауы"	"зимовка Батпакбай"	""
"354873106"	"35"	"48"	"73"	"106"	"2"	"Жаңақоныс қыстауы"	"зимовка Жанаконыс"	""
"354873109"	"35"	"48"	"73"	"109"	"2"	"Қаражал қыстауы"	"зимовка Каражал"	""
"354873111"	"35"	"48"	"73"	"111"	"2"	"Қарасу қыстауы"	"зимовка Карасу"	""
"354873112"	"35"	"48"	"73"	"112"	"2"	"Қопа қыстауы"	"зимовка Копа"	""
"354873114"	"35"	"48"	"73"	"114"	"2"	"Мақай-Тақай қыстауы"	"зимовка Макай-Такай"	""
"354873116"	"35"	"48"	"73"	"116"	"2"	"Сарытау қыстауы"	"зимовка Сарытау"	""
"354873117"	"35"	"48"	"73"	"117"	"2"	"Сиырлы қыстауы"	"зимовка Сиырлы"	""
"354873118"	"35"	"48"	"73"	"118"	"2"	"Беталыс а."	"с.Беталыс"	""
"354873121"	"35"	"48"	"73"	"121"	"2"	"Баятар қыстауы"	"зимовка Баятар"	""
"354873123"	"35"	"48"	"73"	"123"	"2"	"Қоспақ қыстауы"	"зимовка Коспак"	""
"354873124"	"35"	"48"	"73"	"124"	"2"	"Қызылмола қыстауы"	"зимовка Кызылмола"	""
"354873125"	"35"	"48"	"73"	"125"	"2"	"Шаңкөз қыстауы"	"зимовка Шанкоз"	""
"354873300"	"35"	"48"	"73"	"300"	"2"	"Жаңанегіз а."	"с.Жананегиз"	""
"354873302"	"35"	"48"	"73"	"302"	"2"	"Әбіш қыстауы"	"зимовка Абиш"	""
"354873303"	"35"	"48"	"73"	"303"	"2"	"Бабайбек қыстауы"	"зимовка Бабайбек"	""
"354873304"	"35"	"48"	"73"	"304"	"2"	"Бөлекбай қыстауы"	"зимовка Болекбай"	""
"354873306"	"35"	"48"	"73"	"306"	"2"	"Жыланды қыстауы"	"зимовка Жыланды"	""
"354873307"	"35"	"48"	"73"	"307"	"2"	"Қарағайлы қыстауы"	"зимовка Карагайлы"	""
"354873308"	"35"	"48"	"73"	"308"	"2"	"Қасқырін қыстауы"	"зимовка Каскырын"	""
"354873309"	"35"	"48"	"73"	"309"	"2"	"Қожахмет қыстауы"	"зимовка Кожахмет"	""
"354873311"	"35"	"48"	"73"	"311"	"2"	"Қызылағаш қыстауы"	"зимовка Кызылагаш"	""
"354873312"	"35"	"48"	"73"	"312"	"2"	"Мақаш қыстауы"	"зимовка Макаш"	""
"354873313"	"35"	"48"	"73"	"313"	"2"	"Чкалов қыстауы"	"зимовка Чкалов"	""
"354873314"	"35"	"48"	"73"	"314"	"2"	"Шегебай қыстауы"	"зимовка Шегебай"	""
"354873316"	"35"	"48"	"73"	"316"	"2"	"Шүңгүлтай қыстауы"	"зимовка Шунгултай"	""
"354875000"	"35"	"48"	"75"	"000"	"2"	"Нығмет Нұрмақов а.о."	"с.о.Ныгмет Нурмаков"	""
"354875100"	"35"	"48"	"75"	"100"	"2"	"Өсібай а."	"с.Осибай"	""
"354875105"	"35"	"48"	"75"	"105"	"2"	"Жаңабаз қыстауы"	"зимовка Жанабаз"	""
"354875107"	"35"	"48"	"75"	"107"	"2"	"Саға қыстауы"	"зимовка Сага"	""
"354875108"	"35"	"48"	"75"	"108"	"2"	"Сауыт қыстауы"	"зимовка Сауыт"	""
"354875109"	"35"	"48"	"75"	"109"	"2"	"Доғалан а."	"с.Догалан"	""
"354875300"	"35"	"48"	"75"	"300"	"2"	"Бастал а."	"с.Бастал"	""
"354875302"	"35"	"48"	"75"	"302"	"2"	"Ахмет қыстауы"	"зимовка Ахмет"	""
"354875307"	"35"	"48"	"75"	"307"	"2"	"Айнабұлақ қыстауы"	"зимовка Айнабулак"	""
"354875309"	"35"	"48"	"75"	"309"	"2"	"Бекет қыстауы"	"зимовка Бекет"	""
"354875311"	"35"	"48"	"75"	"311"	"2"	"Иманғали қыстауы"	"зимовка Имангали"	""
"354875312"	"35"	"48"	"75"	"312"	"2"	"Қарабиік қыстауы"	"зимовка Карабиик"	""
"354875317"	"35"	"48"	"75"	"317"	"2"	"Көке қыстауы"	"зимовка Коки"	""
"354875327"	"35"	"48"	"75"	"327"	"2"	"Мұздыбай қыстауы"	"зимовка Муздыбай"	""
"354875500"	"35"	"48"	"75"	"500"	"2"	"Қолбасы а."	"с.Колбасы"	""
"354875508"	"35"	"48"	"75"	"508"	"2"	"Ахмет қыстауы"	"зимовка Ахмет"	""
"354877000"	"35"	"48"	"77"	"000"	"2"	"Тегісшілдік а.о."	"Тегисшилдикский с.о."	""
"354877100"	"35"	"48"	"77"	"100"	"2"	"Тегісшілдік а."	"с.Тегисшилдик"	""
"354877104"	"35"	"48"	"77"	"104"	"2"	"Иманқұл қыстауы"	"зимовка Иманкул"	""
"354877105"	"35"	"48"	"77"	"105"	"2"	"Кеңдара шекарасы"	"Кордон Кендара"	""
"354877106"	"35"	"48"	"77"	"106"	"2"	"Қарасу қыстауы"	"зимовка Карасу"	""
"354877107"	"35"	"48"	"77"	"107"	"2"	"Қолдасан қыстауы"	"зимовка Колдасан"	""
"354877108"	"35"	"48"	"77"	"108"	"2"	"Таскотан қыстауы"	"зимовка Таскотан"	""
"354877111"	"35"	"48"	"77"	"111"	"2"	"Төңкеріс шекарасы"	"Кордон Тонкерис"	""
"354877112"	"35"	"48"	"77"	"112"	"2"	"Шоқпартас қыстауы"	"зимовка Шокпартас"	""
"354877113"	"35"	"48"	"77"	"113"	"2"	"Шортанды қыстауы"	"зимовка Шортанды"	""
"354877114"	"35"	"48"	"77"	"114"	"2"	"Шұңқырқұдық а."	"с.Шункуркудук"	""
"354877115"	"35"	"48"	"77"	"115"	"2"	"Ақтопырақ қыстауы"	"зимовка Актопырак"	""
"354877200"	"35"	"48"	"77"	"200"	"2"	"Жарлы а."	"с.Жарлы"	""
"354877203"	"35"	"48"	"77"	"203"	"2"	"Жаңабет қыстауы"	"зимовка Жанабет"	""
"354877204"	"35"	"48"	"77"	"204"	"2"	"Жаңабет шекарасы"	"Кордон Жанабет"	""
"354877206"	"35"	"48"	"77"	"206"	"2"	"Жалғызтерек қыстауы"	"зимовка Жалгызтерек"	""
"354877300"	"35"	"48"	"77"	"300"	"2"	"Калинино а."	"с.Калинино"	""
"354877302"	"35"	"48"	"77"	"302"	"2"	"Бағлан қыстауы"	"зимовка Баглан"	""
"354877305"	"35"	"48"	"77"	"305"	"2"	"Өтірікшы қыстауы"	"зимовка Отирикшы"	""
"354877306"	"35"	"48"	"77"	"306"	"2"	"Сарыжал қыстауы"	"зимовка Сарыжал"	""
"354877307"	"35"	"48"	"77"	"307"	"2"	"Ошатай қыстауы"	"зимовка Ошатай"	""
"354877308"	"35"	"48"	"77"	"308"	"2"	"Үшқора қыстауы"	"зимовка Ушкора"	""
"354879000"	"35"	"48"	"79"	"000"	"2"	"Теміршін а.о."	"Темиршинский с.о."	""
"354879100"	"35"	"48"	"79"	"100"	"2"	"Татан а."	"с.Татан"	""
"354879104"	"35"	"48"	"79"	"104"	"2"	"Жырықсу қыстауы"	"зимовка Жырыксу"	""
"354879105"	"35"	"48"	"79"	"105"	"2"	"Татан 1 қыстауы"	"зимовка Татан 1"	""
"354879106"	"35"	"48"	"79"	"106"	"2"	"Татан 2 қыстауы"	"зимовка Татан 2"	""
"354879107"	"35"	"48"	"79"	"107"	"2"	"Татан 3 қыстауы"	"зимовка Татан 3"	""
"354879108"	"35"	"48"	"79"	"108"	"2"	"Татан 4 қыстауы"	"зимовка Татан 4"	""
"354879109"	"35"	"48"	"79"	"109"	"2"	"Татан 5 қыстауы"	"зимовка Татан 5"	""
"354879111"	"35"	"48"	"79"	"111"	"2"	"Татан 6 қыстауы"	"зимовка Татан 6"	""
"354879112"	"35"	"48"	"79"	"112"	"2"	"Татан 7 қыстауы"	"зимовка Татан 7"	""
"354879121"	"35"	"48"	"79"	"121"	"2"	"Көкшетау қыстауы"	"зимовка Кокшетау"	""
"354879122"	"35"	"48"	"79"	"122"	"2"	"Татан 10 қыстауы"	"зимовка Татан 10"	""
"354879123"	"35"	"48"	"79"	"123"	"2"	"Құлабие қыстауы"	"зимовка Кулабие"	""
"354879200"	"35"	"48"	"79"	"200"	"2"	"Айнабұлақ а."	"с.Айнабулак"	""
"354879202"	"35"	"48"	"79"	"202"	"2"	"Жарбастау қыстауы"	"зимовка Жарбастау"	""
"354879203"	"35"	"48"	"79"	"203"	"2"	"Аршалы қыстауы"	"зимовка Аршалы"	""
"354879204"	"35"	"48"	"79"	"204"	"2"	"Бөсей қыстауы"	"зимовка Босей"	""
"354879207"	"35"	"48"	"79"	"207"	"2"	"Көпқара 1 қыстауы"	"зимовка Копкара 1"	""
"354879208"	"35"	"48"	"79"	"208"	"2"	"Көпқара 2 қыстауы"	"зимовка Копкара 2"	""
"354879209"	"35"	"48"	"79"	"209"	"2"	"Қарақуыс қыстауы"	"зимовка Каракуыс"	""
"354879211"	"35"	"48"	"79"	"211"	"2"	"Қарақұдық қыстауы"	"зимовка Каракудук"	""
"354879212"	"35"	"48"	"79"	"212"	"2"	"Құрманбек қыстауы"	"зимовка Курманбек"	""
"354879213"	"35"	"48"	"79"	"213"	"2"	"Ортақара қыстауы"	"зимовка Ортакара"	""
"354879214"	"35"	"48"	"79"	"214"	"2"	"Үшбай қыстауы"	"зимовка Ушбай"	""
"354879215"	"35"	"48"	"79"	"215"	"2"	"Шаңғайбек қыстауы"	"зимовка Шангайбек"	""
"354879219"	"35"	"48"	"79"	"219"	"2"	"Әжібек қыстауы"	"зимовка Ажибек"	""
"354879300"	"35"	"48"	"79"	"300"	"2"	"Қараағаш а."	"с.Караагаш"	""
"354879302"	"35"	"48"	"79"	"302"	"2"	"Аблан қыстауы"	"зимовка Аблан"	""
"354879303"	"35"	"48"	"79"	"303"	"2"	"Айтақ қыстауы"	"зимовка Айтак"	""
"354879304"	"35"	"48"	"79"	"304"	"2"	"Ақбұлақ қыстауы"	"зимовка Акбулак"	""
"354879306"	"35"	"48"	"79"	"306"	"2"	"Жаңатай қыстауы"	"зимовка Жанатай"	""
"354879307"	"35"	"48"	"79"	"307"	"2"	"Күзеу қыстауы"	"зимовка Кузеу"	""
"354879308"	"35"	"48"	"79"	"308"	"2"	"Қарашоқы қыстауы"	"зимовка Карашокы"	""
"354879309"	"35"	"48"	"79"	"309"	"2"	"Мереке қыстауы"	"зимовка Мереке"	""
"354879312"	"35"	"48"	"79"	"312"	"2"	"Сарышоқы қыстауы"	"зимовка Сарышокы"	""
"354879313"	"35"	"48"	"79"	"313"	"2"	"Темірші қыстауы"	"зимовка Темирши"	""
"354879314"	"35"	"48"	"79"	"314"	"2"	"Ұзынбұлақ қыстауы"	"зимовка Узынбулак"	""
"354879315"	"35"	"48"	"79"	"315"	"2"	"Жанатай-2 қыстауы"	"зимовка Жанатай-2"	""
"354881000"	"35"	"48"	"81"	"000"	"2"	"Томар а.о."	"Томарский с.о."	""
"354881100"	"35"	"48"	"81"	"100"	"2"	"Томар а."	"с.Томар"	""
"354881103"	"35"	"48"	"81"	"103"	"2"	"Ақжарық а."	"с.Акжарык"	""
"354881105"	"35"	"48"	"81"	"105"	"2"	"Бөрлі қыстауы"	"зимовка Борли"	""
"354881107"	"35"	"48"	"81"	"107"	"2"	"Жөкебай қыстауы"	"зимовка Жокебай"	""
"354881111"	"35"	"48"	"81"	"111"	"2"	"Ошан қыстауы"	"зимовка Ошан"	""
"354881117"	"35"	"48"	"81"	"117"	"2"	"Үйтас қыстауы"	"зимовка Уйтас"	""
"354881121"	"35"	"48"	"81"	"121"	"2"	"Ырғайлы қыстауы"	"зимовка Ыргайлы"	""
"354881122"	"35"	"48"	"81"	"122"	"2"	"Тоқылдақ а."	"с.Токылдак"	""
"354881123"	"35"	"48"	"81"	"123"	"2"	"Айыртас қыстауы"	"зимовка Айыртас"	""
"354881124"	"35"	"48"	"81"	"124"	"2"	"Ақбұлақ қыстауы"	"зимовка Акбулак"	""
"354881125"	"35"	"48"	"81"	"125"	"2"	"Ақтөбе қыстауы"	"зимовка Актобе"	""
"354881126"	"35"	"48"	"81"	"126"	"2"	"Асылбек қыстауы"	"зимовка Асылбек"	""
"354881127"	"35"	"48"	"81"	"127"	"2"	"Бөрке қыстауы"	"зимовка Борке"	""
"354881128"	"35"	"48"	"81"	"128"	"2"	"Бүкір қыстауы"	"зимовка Букир"	""
"354881129"	"35"	"48"	"81"	"129"	"2"	"Жаппар қыстауы"	"зимовка Жаппар"	""
"354881131"	"35"	"48"	"81"	"131"	"2"	"Естек қыстауы"	"зимовка Естек"	""
"354881132"	"35"	"48"	"81"	"132"	"2"	"Жұмабай қыстауы"	"зимовка Жумабай"	""
"354881133"	"35"	"48"	"81"	"133"	"2"	"Кемеш қыстауы"	"зимовка Кемеш"	""
"354881134"	"35"	"48"	"81"	"134"	"2"	"Қалдаман қыстауы"	"зимовка Калдаман"	""
"354881135"	"35"	"48"	"81"	"135"	"2"	"Қосым қыстауы"	"зимовка Косым"	""
"354881137"	"35"	"48"	"81"	"137"	"2"	"Құсайын қыстауы"	"зимовка Кусайн"	""
"354881138"	"35"	"48"	"81"	"138"	"2"	"Сарыадыр қыстауы"	"зимовка Сарыадыр"	""
"354881139"	"35"	"48"	"81"	"139"	"2"	"Сартбай қыстауы"	"зимовка Сартбай"	""
"354883000"	"35"	"48"	"83"	"000"	"2"	"Угар а.о."	"Угарский с.о."	""
"354883100"	"35"	"48"	"83"	"100"	"2"	"Матақ а."	"с.Матак"	""
"354883105"	"35"	"48"	"83"	"105"	"2"	"Ақбұлақ а."	"с.Акбулак"	""
"354883106"	"35"	"48"	"83"	"106"	"2"	"Қайрақты қыстауы"	"зимовка Кайракты"	""
"354883107"	"35"	"48"	"83"	"107"	"2"	"Омархан қыстауы"	"зимовка Омархан"	""
"354883108"	"35"	"48"	"83"	"108"	"2"	"рзд.6"	"рзд.6"	""
"354887000"	"35"	"48"	"87"	"000"	"2"	"Шарықты а.о."	"Шарыктинский с.о."	""
"354887100"	"35"	"48"	"87"	"100"	"2"	"Теректі а."	"с.Теректы"	""
"354887103"	"35"	"48"	"87"	"103"	"2"	"Балағазы қыстауы"	"зимовка Балагазы"	""
"354887105"	"35"	"48"	"87"	"105"	"2"	"Бейсенбай қыстауы"	"зимовка Бейсенбай"	""
"354887109"	"35"	"48"	"87"	"109"	"2"	"Кәрібай қыстауы"	"зимовка Карибай"	""
"354887112"	"35"	"48"	"87"	"112"	"2"	"Майшоқы қыстауы"	"зимовка Майшокы"	""
"354887113"	"35"	"48"	"87"	"113"	"2"	"Нәби қыстауы"	"зимовка Hаби"	""
"354887115"	"35"	"48"	"87"	"115"	"2"	"Тұқыш қыстауы"	"зимовка Тукыш"	""
"354887116"	"35"	"48"	"87"	"116"	"2"	"Тұмсықнияқ қыстауы"	"зимовка Тумсыкнияк"	""
"354887119"	"35"	"48"	"87"	"119"	"2"	"Әзімбек қыстауы"	"зимовка Азимбек"	""
"354887121"	"35"	"48"	"87"	"121"	"2"	"Үлкенбаз қыстауы"	"зимовка Улкенбаз"	""
"354887180"	"35"	"48"	"87"	"180"	"2"	"Айыр а."	"с.Айыр"	""
"354887200"	"35"	"48"	"87"	"200"	"2"	"Қызылшілік а."	"с.Кызылшилик"	""
"354887207"	"35"	"48"	"87"	"207"	"2"	"Қорғадыр қыстауы"	"зимовка Коргадыр"	""
"354887300"	"35"	"48"	"87"	"300"	"2"	"Шөптікөл а."	"с.Шоптыколь"	""
"354887304"	"35"	"48"	"87"	"304"	"2"	"Ақын қыстауы"	"зимовка Акын"	""
"354887305"	"35"	"48"	"87"	"305"	"2"	"Көктас қыстауы"	"зимовка Коктас"	""
"354887306"	"35"	"48"	"87"	"306"	"2"	"Қанай қыстауы"	"зимовка Канай"	""
"354887307"	"35"	"48"	"87"	"307"	"2"	"Қараауыл қыстауы"	"зимовка Караауыл"	""
"354887309"	"35"	"48"	"87"	"309"	"2"	"Құрылыс қыстауы"	"зимовка Курлыс"	""
"354887311"	"35"	"48"	"87"	"311"	"2"	"Опырмалы қыстауы"	"зимовка Опырмалы"	""
"354887314"	"35"	"48"	"87"	"314"	"2"	"Қойшыбай қыстауы"	"зимовка Койшыбай"	""
"354889000"	"35"	"48"	"89"	"000"	"2"	"Ынталы а.о."	"Ынталинский с.о."	""
"354889100"	"35"	"48"	"89"	"100"	"2"	"Ынталы а."	"с.Ынталы"	""
